transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
16253,68,14,2017-05-11,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0
8486,0,14,2017-08-16,1.0,Approved,OHM Cycles,Mountain,low,medium,1084.18,,38199.77654900773
19381,23,14,2017-10-27,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0
6044,56,14,2017-11-13,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
17528,2,15,2017-01-20,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
434,67,15,2017-03-10,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
11788,33,15,2017-06-07,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0
7896,26,15,2017-07-30,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
10707,41,15,2017-09-20,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
17963,81,15,2017-11-25,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
14760,96,16,2017-02-12,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,40336.0
5083,94,16,2017-05-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,39915.0
17935,99,16,2017-07-31,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0
1405,3,16,2017-08-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37220.0
13585,68,16,2017-09-22,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42172.0
1404,62,17,2017-03-14,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,33879.0
10775,1,17,2017-05-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573.0
12747,70,17,2017-10-11,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36668.0
5316,78,17,2017-11-14,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42218.0
17135,49,17,2017-12-30,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707.0
7092,97,18,2017-03-25,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
3777,11,18,2017-05-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
8622,94,18,2017-05-16,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
11922,10,18,2017-06-24,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
11227,40,18,2017-07-05,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0
3506,87,18,2017-07-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0
17282,16,18,2017-08-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0
4664,7,19,2017-01-31,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0
14850,87,19,2017-03-25,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0
8866,36,19,2017-09-19,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
18030,3,20,2017-06-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37499.0
6657,4,20,2017-11-01,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,37698.0
14766,48,20,2017-11-20,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688.0
11330,94,20,2017-11-29,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,39427.0
14115,25,21,2017-02-12,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,36334.0
2932,37,21,2017-08-17,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
4778,3,21,2017-10-22,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701.0
19616,16,21,2017-11-17,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0
8915,72,21,2017-12-24,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,41922.0
17002,64,22,2017-01-06,1.0,Cancelled,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0
16626,100,22,2017-03-10,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0
118,20,22,2017-03-21,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
4601,65,22,2017-05-29,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
3504,38,22,2017-07-16,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
3480,32,22,2017-09-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0
8207,53,22,2017-09-19,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
14956,45,22,2017-09-24,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0
18219,0,23,2017-03-27,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
7695,0,23,2017-04-02,1.0,Approved,Solex,Standard,medium,large,2037.77,,38199.77654900773
17698,98,23,2017-05-16,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,34170.0
7951,19,23,2017-08-03,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,39298.0
7429,54,23,2017-10-06,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710.0
15587,77,23,2017-10-09,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0
5598,85,23,2017-12-20,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,42226.0
15926,2,24,2017-01-25,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41167.0
7610,0,24,2017-05-11,0.0,Approved,Solex,Standard,high,medium,1193.44,,38199.77654900773
15874,11,24,2017-05-13,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880.0
19263,76,24,2017-10-05,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,40553.0
14099,89,24,2017-10-12,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38482.0
19078,40,24,2017-10-31,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39526.0
9249,52,24,2017-11-13,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,39915.0
1783,53,24,2017-12-13,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707.0
16026,22,25,2017-02-08,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42696.0
2354,53,25,2017-03-04,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42172.0
11765,6,25,2017-03-08,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258.0
15291,28,25,2017-04-01,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,39031.0
6552,54,25,2017-04-15,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42295.0
4309,39,25,2017-05-23,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991.0
10224,59,25,2017-07-10,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,36146.0
5770,41,25,2017-09-04,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,39526.0
9193,6,25,2017-09-17,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838.0
7196,18,25,2017-11-23,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,40670.0
19252,67,25,2017-12-01,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0
17826,78,25,2017-12-25,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455.0
7674,80,26,2017-04-02,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35667.0
3749,96,26,2017-04-15,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002.0
7949,0,26,2017-09-08,0.0,Approved,WeareA2B,Standard,medium,small,1697.27,,38199.77654900773
1275,97,27,2017-04-08,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
5662,92,27,2017-05-28,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833.0
5970,15,27,2017-06-18,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345.0
849,57,27,2017-07-18,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,42145.0
13771,79,27,2017-07-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35455.0
5053,45,27,2017-07-25,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,38991.0
11751,28,27,2017-08-09,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696.0
7775,72,28,2017-01-23,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,41922.0
8139,70,28,2017-01-31,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,34996.0
11105,26,28,2017-04-20,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,33888.0
13007,82,28,2017-07-16,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38339.0
8422,19,28,2017-07-21,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34244.0
7048,63,28,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879.0
10676,53,29,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
19532,46,29,2017-01-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
1898,80,29,2017-03-28,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0
19016,80,29,2017-04-10,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0
7093,84,29,2017-08-22,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0
16431,44,29,2017-08-30,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0
661,87,29,2017-09-16,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0
7691,65,29,2017-10-12,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
14982,38,29,2017-12-08,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
3214,41,30,2017-04-02,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,41064.0
1739,3,30,2017-06-16,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0
8164,74,30,2017-12-19,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,33429.0
4321,99,31,2017-03-21,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064.0
420,97,31,2017-05-25,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701.0
11652,22,31,2017-07-15,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,42404.0
14858,0,31,2017-10-02,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573.0
15069,43,32,2017-01-14,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0
99,95,32,2017-03-26,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0
4734,21,32,2017-04-12,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
15922,8,32,2017-05-05,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
10210,97,32,2017-05-09,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
15346,94,32,2017-06-01,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
8735,25,32,2017-08-14,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0
6156,99,33,2017-03-20,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0
3731,54,33,2017-05-30,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,37823.0
7024,18,33,2017-07-29,1.0,Cancelled,Solex,Standard,medium,medium,575.27,431.45,34165.0
6231,7,33,2017-09-12,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,42560.0
7443,48,33,2017-09-17,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915.0
11789,20,33,2017-09-28,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34165.0
5415,44,33,2017-11-22,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37220.0
9044,12,34,2017-02-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
16935,0,34,2017-02-14,0.0,Approved,WeareA2B,Touring,medium,medium,1034.17,,38199.77654900773
2638,83,34,2017-04-07,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0
17808,96,34,2017-04-10,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
9792,60,34,2017-06-25,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
1039,8,34,2017-07-01,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0
12083,13,34,2017-07-23,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
1107,15,34,2017-08-22,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0
19291,65,34,2017-09-19,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
15032,15,35,2017-03-28,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,35667.0
3417,70,35,2017-03-30,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,40553.0
5637,98,35,2017-06-23,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42710.0
17891,27,35,2017-09-29,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,35052.0
1418,22,36,2017-04-08,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
8348,47,36,2017-07-20,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0
13475,36,37,2017-03-05,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
6664,86,37,2017-05-01,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0
10824,0,37,2017-05-07,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
5998,0,37,2017-07-05,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
231,46,37,2017-08-12,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
9874,99,37,2017-09-12,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0
3748,14,37,2017-10-09,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
16239,69,37,2017-11-09,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0
14725,38,37,2017-12-23,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0
14512,2,38,2017-01-23,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
9816,13,38,2017-08-13,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0
9453,60,38,2017-08-22,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
7384,46,38,2017-11-10,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
4659,97,39,2017-01-19,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
5119,40,39,2017-02-07,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0
12103,49,39,2017-02-09,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
12174,34,39,2017-05-29,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0
10562,46,39,2017-08-04,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
16084,70,39,2017-08-16,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0
2850,37,39,2017-08-28,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
6593,27,39,2017-09-16,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0
3561,30,39,2017-09-23,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0
17701,21,39,2017-10-06,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
18076,38,39,2017-11-24,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0
2557,69,39,2017-11-26,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0
10973,22,40,2017-01-24,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
10129,35,40,2017-04-21,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
327,1,40,2017-05-09,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0
4213,21,40,2017-07-26,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
15165,54,40,2017-11-07,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
836,46,40,2017-12-16,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0
15262,1,41,2017-01-24,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0
5910,25,41,2017-02-22,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0
1677,82,41,2017-04-15,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0
9750,62,41,2017-04-18,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
14571,57,41,2017-07-09,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
3342,67,41,2017-08-03,0.0,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
18512,91,41,2017-11-14,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
16604,97,41,2017-11-29,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
16571,65,41,2017-12-01,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
4762,81,42,2017-02-01,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
10016,41,42,2017-06-03,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0
9522,98,42,2017-08-17,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0
13493,5,42,2017-09-10,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0
896,53,43,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
16718,19,43,2017-01-18,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0
17162,56,43,2017-02-07,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
1672,72,43,2017-07-09,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0
7889,11,43,2017-07-13,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
12318,57,43,2017-08-02,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
